"y"	"x"	"type"	"predictor"	"rep"	"score"	"value"
"1656"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"auroc"	0.98015873015873
"1657"	"basal.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	14	"acc"	0.929292929292929
"1658"	"basal.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	14	"fpr"	0
"1659"	"basal.grps"	"go.vals"	"func-wise"	"predictorNB"	14	"tpr"	0.8
"1660"	"basal.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	14	"ppv"	1
"1661"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	14	"fval"	0.8
"1662"	"basal.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	14	"auroc"	0.971428571428571
"1663"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	14	"acc"	0.94949494949495
"1664"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"fpr"	0
"1665"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorNB"	14	"tpr"	0.8
"1666"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"ppv"	1
"1667"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLinearSVM"	14	"fval"	0.846153846153846
"1668"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"auroc"	0.955555555555556
"1669"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	14	"acc"	0.95959595959596
"1670"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"fpr"	0
"1671"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	14	"tpr"	0.866666666666667
"1672"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"ppv"	1
"1673"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	14	"fval"	0.846153846153846
"1674"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"auroc"	0.982539682539682
"1675"	"basal.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	14	"acc"	0.939393939393939
"1676"	"basal.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	14	"fpr"	0
"1677"	"basal.grps"	"path.vals"	"path-wise"	"predictorLDA"	14	"tpr"	0.933333333333333
"1678"	"basal.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	14	"ppv"	1
"1679"	"basal.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	14	"fval"	0.769230769230769
"1680"	"basal.grps"	"path.vals"	"path-wise"	"predictorGBM"	14	"auroc"	0.991269841269841
"1681"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	14	"acc"	0.863636363636364
"1682"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLogitLasso"	14	"fpr"	0
"1683"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLDA"	14	"tpr"	0.633333333333333
"1684"	"surv.grps"	"eff.vals"	"path-wise"	"predictorGBM"	14	"ppv"	0.666666666666667
"1685"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	14	"fval"	0.428571428571428
"1686"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	14	"auroc"	0.743835616438356
"1687"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	14	"acc"	0.823863636363636
"1688"	"surv.grps"	"fun.vals"	"func-wise"	"predictorLogitLasso"	14	"fpr"	0
"1689"	"surv.grps"	"fun.vals"	"func-wise"	"predictorLDA"	14	"tpr"	0.733333333333333
"1690"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	14	"ppv"	0.4
"1691"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	14	"fval"	0.363636363636364
"1692"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	14	"auroc"	0.742922374429223
"1693"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	14	"acc"	0.880681818181818
"1694"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"fpr"	0
"1695"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLDA"	14	"tpr"	0.566666666666667
"1696"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorGBM"	14	"ppv"	0.8
"1697"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorKNN"	14	"fval"	0.27027027027027
"1698"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	14	"auroc"	0.730365296803653
"1699"	"surv.grps"	"go.vals"	"func-wise"	"predictorKNN"	14	"acc"	0.857954545454545
"1700"	"surv.grps"	"go.vals"	"func-wise"	"predictorLogitLasso"	14	"fpr"	0
"1701"	"surv.grps"	"go.vals"	"func-wise"	"predictorLDA"	14	"tpr"	0.7
"1702"	"surv.grps"	"go.vals"	"func-wise"	"predictorRF"	14	"ppv"	1
"1703"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	14	"fval"	0.434782608695652
"1704"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	14	"auroc"	0.689269406392694
"1705"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	14	"acc"	0.875
"1706"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"fpr"	0
"1707"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	14	"tpr"	0.566666666666667
"1708"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRF"	14	"ppv"	1
"1709"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorSparseSVM"	14	"fval"	0.354838709677419
"1710"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	14	"auroc"	0.738356164383561
"1711"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	14	"acc"	0.880681818181818
"1712"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLogitLasso"	14	"fpr"	0
"1713"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	14	"tpr"	0.566666666666667
"1714"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	14	"ppv"	1
"1715"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	14	"fval"	0.336633663366337
"1716"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	14	"auroc"	0.728538812785388
"1717"	"surv.grps"	"path.vals"	"path-wise"	"predictorKNN"	14	"acc"	0.852272727272727
"1718"	"surv.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	14	"fpr"	0
"1719"	"surv.grps"	"path.vals"	"path-wise"	"predictorLDA"	14	"tpr"	0.7
"1720"	"surv.grps"	"path.vals"	"path-wise"	"predictorGBM"	14	"ppv"	1
"1721"	"surv.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	14	"fval"	0.421052631578947
"1722"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	14	"auroc"	0.75662100456621
"1723"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLogitLasso"	14	"acc"	0.988636363636364
"1724"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLDA"	14	"fpr"	0
"1725"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorRF"	14	"tpr"	0.993788819875776
"1726"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLDA"	14	"ppv"	1
"1727"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorSparseSVM"	14	"fval"	0.993788819875776
"1728"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorSparseSVM"	14	"auroc"	0.996687370600414
"1729"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	14	"acc"	0.982954545454545
"1730"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLDA"	14	"fpr"	0
"1731"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	14	"tpr"	0.981366459627329
"1732"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLDA"	14	"ppv"	1
"1733"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	14	"fval"	0.990595611285267
"1734"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLDA"	14	"auroc"	0.994202898550725
"1735"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	14	"acc"	1
"1736"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	14	"fpr"	0
"1737"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	14	"tpr"	1
"1738"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	14	"ppv"	1
"1739"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	14	"fval"	1
"1740"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	14	"auroc"	1
"1741"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLogitLasso"	14	"acc"	0.977272727272727
"1742"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLDA"	14	"fpr"	0
"1743"	"tumor.grps"	"go.vals"	"func-wise"	"predictorSparseSVM"	14	"tpr"	0.987577639751553
"1744"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLDA"	14	"ppv"	1
"1745"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLogitLasso"	14	"fval"	0.9875
"1746"	"tumor.grps"	"go.vals"	"func-wise"	"predictorSparseSVM"	14	"auroc"	0.994616977225673
"1747"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	14	"acc"	1
"1748"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	14	"fpr"	0
"1749"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	14	"tpr"	1
"1750"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	14	"ppv"	1
"1751"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	14	"fval"	1
"1752"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorSparseSVM"	14	"auroc"	0.999585921325052
"1753"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	14	"acc"	1
"1754"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorSparseSVM"	14	"fpr"	0
"1755"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	14	"tpr"	1
"1756"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorSparseSVM"	14	"ppv"	1
"1757"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	14	"fval"	1
"1758"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	14	"auroc"	1
"1759"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	14	"acc"	0.982954545454545
"1760"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	14	"fpr"	0.0666666666666667
"1761"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	14	"tpr"	0.987577639751553
"1762"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	14	"ppv"	0.99375
"1763"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	14	"fval"	0.990654205607477
"1764"	"tumor.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	14	"auroc"	0.994202898550725
"1765"	"basal.grps"	"eff.vals"	"path-wise"	"predictorSparseSVM"	15	"acc"	0.919191919191919
"1766"	"basal.grps"	"eff.vals"	"path-wise"	"predictorRF"	15	"fpr"	0.0126582278481013
"1767"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLDA"	15	"tpr"	0.8
"1768"	"basal.grps"	"eff.vals"	"path-wise"	"predictorRF"	15	"ppv"	0.933333333333333
"1769"	"basal.grps"	"eff.vals"	"path-wise"	"predictorSparseSVM"	15	"fval"	0.777777777777778
"1770"	"basal.grps"	"eff.vals"	"path-wise"	"predictorGBM"	15	"auroc"	0.916455696202531
"1771"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	15	"acc"	0.929292929292929
"1772"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	15	"fpr"	0.0126582278481013
"1773"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLDA"	15	"tpr"	0.75
"1774"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	15	"ppv"	0.933333333333333
"1775"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	15	"fval"	0.8
"1776"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLogitLasso"	15	"auroc"	0.934810126582278
"1777"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorSparseSVM"	15	"acc"	0.939393939393939
"1778"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorSparseSVM"	15	"fpr"	0
"1779"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLDA"	15	"tpr"	0.75
"1780"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorSparseSVM"	15	"ppv"	1
"1781"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorSparseSVM"	15	"fval"	0.823529411764706
"1782"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	15	"auroc"	0.870253164556962
"1783"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	15	"acc"	0.919191919191919
"1784"	"basal.grps"	"go.vals"	"func-wise"	"predictorRF"	15	"fpr"	0.0253164556962025
"1785"	"basal.grps"	"go.vals"	"func-wise"	"predictorNB"	15	"tpr"	0.75
"1786"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	15	"ppv"	0.875
"1787"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	15	"fval"	0.777777777777778
"1788"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	15	"auroc"	0.898101265822784
"1789"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"acc"	0.939393939393939
"1790"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"fpr"	0
"1791"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	15	"tpr"	0.75
"1792"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"ppv"	1
"1793"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"fval"	0.823529411764706
"1794"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"auroc"	0.918987341772152
"1795"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	15	"acc"	0.939393939393939
"1796"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	15	"fpr"	0
"1797"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	15	"tpr"	0.75
"1798"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	15	"ppv"	1
"1799"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorGBM"	15	"fval"	0.8
"1800"	"basal.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	15	"auroc"	0.872784810126582
"1801"	"basal.grps"	"path.vals"	"path-wise"	"predictorGBM"	15	"acc"	0.929292929292929
"1802"	"basal.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	15	"fpr"	0.0126582278481013
"1803"	"basal.grps"	"path.vals"	"path-wise"	"predictorLDA"	15	"tpr"	0.7
"1804"	"basal.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	15	"ppv"	0.933333333333333
"1805"	"basal.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	15	"fval"	0.8
"1806"	"basal.grps"	"path.vals"	"path-wise"	"predictorGBM"	15	"auroc"	0.903481012658228
"1807"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	15	"acc"	0.863636363636364
"1808"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLogitLasso"	15	"fpr"	0
"1809"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLDA"	15	"tpr"	0.5
"1810"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRF"	15	"ppv"	0.285714285714286
"1811"	"surv.grps"	"eff.vals"	"path-wise"	"predictorSparseSVM"	15	"fval"	0.204081632653061
"1812"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	15	"auroc"	0.599232456140351
"1813"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRF"	15	"acc"	0.869318181818182
"1814"	"surv.grps"	"fun.vals"	"func-wise"	"predictorLogitLasso"	15	"fpr"	0
"1815"	"surv.grps"	"fun.vals"	"func-wise"	"predictorLDA"	15	"tpr"	0.666666666666667
"1816"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRF"	15	"ppv"	0.6
"1817"	"surv.grps"	"fun.vals"	"func-wise"	"predictorKNN"	15	"fval"	0.242424242424242
"1818"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	15	"auroc"	0.600603070175438
"1819"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	15	"acc"	0.880681818181818
"1820"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	15	"fpr"	0
"1821"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLDA"	15	"tpr"	0.625
"1822"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorGBM"	15	"ppv"	1
"1823"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	15	"fval"	0.32258064516129
"1824"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	15	"auroc"	0.664473684210526
"1825"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	15	"acc"	0.829545454545455
"1826"	"surv.grps"	"go.vals"	"func-wise"	"predictorLogitLasso"	15	"fpr"	0
"1827"	"surv.grps"	"go.vals"	"func-wise"	"predictorLDA"	15	"tpr"	0.583333333333333
"1828"	"surv.grps"	"go.vals"	"func-wise"	"predictorRF"	15	"ppv"	0.5
"1829"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	15	"fval"	0.25
"1830"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	15	"auroc"	0.587445175438596
"1831"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	15	"acc"	0.863636363636364
"1832"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	15	"fpr"	0
"1833"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	15	"tpr"	0.708333333333333
"1834"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"ppv"	0.5
"1835"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	15	"fval"	0.294117647058824
"1836"	"surv.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	15	"auroc"	0.595394736842105
"1837"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	15	"acc"	0.880681818181818
"1838"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLogitLasso"	15	"fpr"	0
"1839"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLDA"	15	"tpr"	0.708333333333333
"1840"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorGBM"	15	"ppv"	0.75
"1841"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	15	"fval"	0.32258064516129
"1842"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	15	"auroc"	0.67516447368421
"1843"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	15	"acc"	0.846590909090909
"1844"	"surv.grps"	"path.vals"	"path-wise"	"predictorLogitLasso"	15	"fpr"	0
"1845"	"surv.grps"	"path.vals"	"path-wise"	"predictorLDA"	15	"tpr"	0.583333333333333
"1846"	"surv.grps"	"path.vals"	"path-wise"	"predictorRF"	15	"ppv"	0.428571428571429
"1847"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	15	"fval"	0.228571428571429
"1848"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	15	"auroc"	0.621436403508772
"1849"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	15	"acc"	0.988636363636364
"1850"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLDA"	15	"fpr"	0.0666666666666667
"1851"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorRF"	15	"tpr"	1
"1852"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLDA"	15	"ppv"	0.990384615384615
"1853"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	15	"fval"	0.993788819875776
"1854"	"tumor.grps"	"eff.vals"	"path-wise"	"predictorLogitLasso"	15	"auroc"	0.997101449275362
"1855"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	15	"acc"	0.988636363636364
"1856"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLDA"	15	"fpr"	0
"1857"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	15	"tpr"	0.993788819875776
"1858"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorLDA"	15	"ppv"	1
"1859"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	15	"fval"	0.993788819875776
"1860"	"tumor.grps"	"fun.vals"	"func-wise"	"predictorRF"	15	"auroc"	1
"1861"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	15	"acc"	1
"1862"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	15	"fpr"	0
"1863"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	15	"tpr"	1
"1864"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	15	"ppv"	1
"1865"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorRF"	15	"fval"	1
"1866"	"tumor.grps"	"genes.vals"	"gene-wise"	"predictorSparseSVM"	15	"auroc"	1
"1867"	"tumor.grps"	"go.vals"	"func-wise"	"predictorSparseSVM"	15	"acc"	0.988636363636364
"1868"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLDA"	15	"fpr"	0.0666666666666667
"1869"	"tumor.grps"	"go.vals"	"func-wise"	"predictorGBM"	15	"tpr"	1
"1870"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLDA"	15	"ppv"	0.9921875
"1871"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	15	"fval"	0.996884735202492
"1872"	"tumor.grps"	"go.vals"	"func-wise"	"predictorLogitLasso"	15	"auroc"	1
"1873"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"acc"	1
"1874"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	15	"fpr"	0
"1875"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"tpr"	1
"1876"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	15	"ppv"	1
"1877"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"fval"	1
"1878"	"tumor.grps"	"mini.genes.vals"	"gene-wise"	"predictorGBM"	15	"auroc"	1
"1879"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	15	"acc"	1
"1880"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	15	"fpr"	0
"1881"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorSparseSVM"	15	"tpr"	1
"1882"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	15	"ppv"	1
"1883"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	15	"fval"	1
"1884"	"tumor.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	15	"auroc"	1
"1885"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	15	"acc"	0.994318181818182
"1886"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	15	"fpr"	0
"1887"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	15	"tpr"	0.993788819875776
"1888"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	15	"ppv"	1
"1889"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	15	"fval"	0.996884735202492
"1890"	"tumor.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	15	"auroc"	1
"1891"	"basal.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	16	"acc"	0.97979797979798
"1892"	"basal.grps"	"eff.vals"	"path-wise"	"predictorGBM"	16	"fpr"	0.0117647058823529
"1893"	"basal.grps"	"eff.vals"	"path-wise"	"predictorLDA"	16	"tpr"	0.928571428571429
"1894"	"basal.grps"	"eff.vals"	"path-wise"	"predictorGBM"	16	"ppv"	0.928571428571429
"1895"	"basal.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	16	"fval"	0.928571428571429
"1896"	"basal.grps"	"eff.vals"	"path-wise"	"predictorGBM"	16	"auroc"	0.994957983193277
"1897"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	16	"acc"	0.98989898989899
"1898"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRF"	16	"fpr"	0.0117647058823529
"1899"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLDA"	16	"tpr"	1
"1900"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRF"	16	"ppv"	0.916666666666667
"1901"	"basal.grps"	"fun.vals"	"func-wise"	"predictorLinearSVM"	16	"fval"	0.962962962962963
"1902"	"basal.grps"	"fun.vals"	"func-wise"	"predictorRF"	16	"auroc"	0.994117647058823
"1903"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	16	"acc"	0.98989898989899
"1904"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	16	"fpr"	0
"1905"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLDA"	16	"tpr"	1
"1906"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorLogitLasso"	16	"ppv"	1
"1907"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorRF"	16	"fval"	0.962962962962963
"1908"	"basal.grps"	"genes.vals"	"gene-wise"	"predictorRF"	16	"auroc"	0.994117647058824
"1909"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	16	"acc"	0.97979797979798
"1910"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	16	"fpr"	0.0117647058823529
"1911"	"basal.grps"	"go.vals"	"func-wise"	"predictorNB"	16	"tpr"	1
"1912"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	16	"ppv"	0.928571428571429
"1913"	"basal.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	16	"fval"	0.928571428571429
"1914"	"basal.grps"	"go.vals"	"func-wise"	"predictorRF"	16	"auroc"	0.994117647058824
"1915"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorRF"	16	"acc"	0.98989898989899
"1916"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	16	"fpr"	0
"1917"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLDA"	16	"tpr"	1
"1918"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorLogitLasso"	16	"ppv"	1
"1919"	"basal.grps"	"mini.genes.vals"	"gene-wise"	"predictorRadialSVM"	16	"fval"	0.962962962962963
